3.5087	;0.700074	;17	;7.84635	;8.05286	;3.35378	;5.29056	;
3.5087	;0.700074	;17	;7.84635	;8.05286	;3.35378	;5.29056	;
3.50733	;0.700084	;17	;7.84794	;8.05763	;3.35502	;5.28993	;
3.50733	;0.700084	;17	;7.84794	;8.05763	;3.35502	;5.28993	;
3.50733	;0.700084	;17	;7.84794	;8.05763	;3.35502	;5.28993	;
3.50733	;0.700084	;17	;7.84794	;8.05763	;3.35502	;5.28993	;
3.50733	;0.700084	;17	;7.84794	;8.05763	;3.35502	;5.28993	;
3.50733	;0.700084	;17	;7.84794	;8.05763	;3.35502	;5.28993	;
3.50733	;0.700084	;17	;7.84794	;8.05763	;3.35502	;5.28993	;
3.50733	;0.700084	;17	;7.84794	;8.05763	;3.35502	;5.28993	;
3.50733	;0.700084	;17	;7.8455	;8.05765	;3.35408	;5.28993	;
3.50733	;0.700084	;17	;7.8455	;8.05765	;3.35408	;5.28993	;
3.50733	;0.700084	;17	;7.8455	;8.05765	;3.35408	;5.28993	;
3.50394	;0.700084	;17	;7.8443	;8.05769	;3.35392	;5.28843	;
3.50394	;0.700084	;17	;7.8443	;8.05769	;3.35392	;5.28843	;
3.50394	;0.700084	;17	;7.8443	;8.05769	;3.35392	;5.28843	;
3.50394	;0.700084	;17	;7.8443	;8.05769	;3.35392	;5.28843	;
3.50394	;0.700084	;17	;7.8443	;8.05769	;3.35392	;5.28843	;
3.50394	;0.700084	;17	;7.8443	;8.05769	;3.35392	;5.28843	;
3.50394	;0.700084	;17	;7.8443	;8.05769	;3.35392	;5.28843	;
3.50394	;0.700084	;17	;7.8443	;8.05769	;3.35392	;5.28843	;
3.50394	;0.700031	;17	;7.84428	;8.0585	;3.35392	;5.28841	;
3.50394	;0.700031	;17	;7.84428	;8.0585	;3.35392	;5.28841	;
3.50394	;0.700031	;17	;7.84428	;8.0585	;3.35392	;5.28841	;
3.50394	;0.700031	;17	;7.84428	;8.0585	;3.35392	;5.28841	;
3.50394	;0.70003	;17	;7.84426	;8.0584	;3.35392	;5.28841	;
3.50398	;0.700011	;17	;7.84427	;8.05841	;3.35386	;5.2885	;
3.50398	;0.700011	;17	;7.84427	;8.05841	;3.35386	;5.2885	;
3.50401	;0.700019	;17	;7.84723	;8.05841	;3.35383	;5.28704	;
3.50401	;0.700019	;17	;7.84723	;8.05841	;3.35383	;5.28704	;
3.50388	;0.700016	;17	;7.82488	;8.05895	;3.35383	;5.28701	;
3.50385	;0.700018	;17	;7.82247	;8.06799	;3.35156	;5.287	;
3.50385	;0.700018	;17	;7.82247	;8.06799	;3.35156	;5.287	;
3.50384	;0.700018	;17	;7.82243	;8.06726	;3.35154	;5.287	;
3.50384	;0.700018	;17	;7.82243	;8.06726	;3.35154	;5.287	;
3.50384	;0.700018	;17	;7.82243	;8.06726	;3.35154	;5.287	;
3.50384	;0.700018	;17	;7.82243	;8.06726	;3.35154	;5.287	;
3.50384	;0.700018	;17	;7.82243	;8.06726	;3.35154	;5.287	;
3.50384	;0.700018	;17	;7.82243	;8.06726	;3.35154	;5.287	;
3.50384	;0.700018	;17	;7.82243	;8.06726	;3.35154	;5.287	;
3.50384	;0.70002	;17	;7.71139	;8.06726	;3.3514	;5.28701	;
3.50384	;0.700244	;17	;7.60778	;8.06111	;3.35135	;5.28701	;
3.50384	;0.700271	;17	;7.54973	;8.0575	;3.35141	;5.287	;
3.50384	;0.700273	;17	;7.44953	;8.06012	;3.35141	;5.28701	;
3.50384	;0.700033	;17	;7.40383	;8.06158	;3.35139	;5.28701	;
3.50379	;0.700097	;17	;7.33446	;8.06157	;3.35084	;5.28701	;
3.50293	;0.700094	;17	;7.30783	;8.0627	;3.35132	;5.287	;
3.50293	;0.700094	;17	;7.30783	;8.0627	;3.35132	;5.287	;
3.50283	;0.700091	;17	;7.30791	;8.06283	;3.35133	;5.287	;
3.50283	;0.700091	;17	;7.30791	;8.06283	;3.35133	;5.287	;
3.50286	;0.700035	;17	;7.30689	;8.06282	;3.35121	;5.287	;
3.50286	;0.700035	;17	;7.30689	;8.06282	;3.35121	;5.287	;
3.50286	;0.700035	;17	;7.30689	;8.06282	;3.35121	;5.287	;
3.50286	;0.700035	;17	;7.30689	;8.06282	;3.35121	;5.287	;
3.50277	;0.700031	;17	;7.30832	;8.06541	;3.35097	;5.287	;
3.50277	;0.700006	;17	;7.30768	;8.06307	;3.3511	;5.287	;
3.50277	;0.700006	;17	;7.30768	;8.06307	;3.3511	;5.287	;
3.50277	;0.700006	;17	;7.30768	;8.06307	;3.3511	;5.287	;
3.50277	;0.700006	;17	;7.30768	;8.06307	;3.3511	;5.287	;
3.50084	;0.700093	;17	;7.33716	;8.0631	;3.35109	;5.287	;
3.50084	;0.700093	;17	;7.33716	;8.0631	;3.35109	;5.287	;
3.50084	;0.700093	;17	;7.33716	;8.0631	;3.35109	;5.287	;
3.50084	;0.700093	;17	;7.33716	;8.0631	;3.35109	;5.287	;
3.50084	;0.700093	;17	;7.33716	;8.0631	;3.35109	;5.287	;
3.50082	;0.700091	;17	;7.33716	;8.0631	;3.35109	;5.287	;
3.50083	;0.700068	;17	;7.33716	;8.06305	;3.35109	;5.287	;
3.50063	;0.700055	;17	;7.34044	;8.06306	;3.35109	;5.28701	;
3.50064	;0.700114	;17	;7.3373	;7.80202	;3.35043	;5.287	;
3.50064	;0.700114	;17	;7.3373	;7.80202	;3.35043	;5.287	;
3.50064	;0.700114	;17	;7.3373	;7.80202	;3.35043	;5.287	;
3.50064	;0.700114	;17	;7.3373	;7.80202	;3.35043	;5.287	;
3.50064	;0.700101	;17	;7.3373	;7.80271	;3.35043	;5.287	;
3.50064	;0.700088	;17	;7.3373	;7.80239	;3.35043	;5.287	;
3.50064	;0.700088	;17	;7.3373	;7.80239	;3.35043	;5.287	;
3.50064	;0.700088	;17	;7.3373	;7.80239	;3.35043	;5.287	;
3.50064	;0.700006	;17	;7.33741	;7.80246	;3.35043	;5.287	;
3.50064	;0.700006	;17	;7.33741	;7.80246	;3.35043	;5.287	;
3.50064	;0.700006	;17	;7.33741	;7.80246	;3.35043	;5.287	;
3.50064	;0.700006	;17	;7.33741	;7.80246	;3.35043	;5.287	;
3.50064	;0.700006	;17	;7.33741	;7.80246	;3.35043	;5.287	;
3.50064	;0.700006	;17	;7.33741	;7.80246	;3.35043	;5.287	;
3.50064	;0.700005	;17	;7.33741	;7.80246	;3.35043	;5.287	;
3.50063	;0.700005	;17	;7.33741	;7.80302	;3.3503	;5.287	;
3.50063	;0.700005	;17	;7.33741	;7.80302	;3.3503	;5.287	;
3.50063	;0.700005	;17	;7.33741	;7.80302	;3.3503	;5.287	;
3.50063	;0.700005	;17	;7.33741	;7.80302	;3.3503	;5.287	;
3.50063	;0.700005	;17	;7.33741	;7.80302	;3.3503	;5.287	;
3.50063	;0.700005	;17	;7.33741	;7.80302	;3.3503	;5.287	;
3.50063	;0.700005	;17	;7.33741	;7.80302	;3.3503	;5.287	;
3.50063	;0.700005	;17	;7.33741	;7.80302	;3.3503	;5.287	;
3.50063	;0.700005	;17	;7.33741	;7.80302	;3.3503	;5.28691	;
3.50063	;0.700005	;17	;7.33741	;7.80256	;3.3503	;5.28691	;
3.50063	;0.700005	;17	;7.33741	;7.80256	;3.3503	;5.28691	;
3.50063	;0.700006	;17	;7.33741	;7.80257	;3.3503	;5.28688	;
3.50063	;0.700006	;17	;7.33741	;7.80257	;3.3503	;5.28687	;
3.50071	;0.700006	;17	;7.33741	;7.80021	;3.35031	;5.28686	;
3.50071	;0.700006	;17	;7.33741	;7.80021	;3.35031	;5.28686	;
3.50071	;0.700006	;17	;7.33741	;7.80021	;3.35031	;5.28686	;
3.5007	;0.700006	;17	;7.33741	;7.80001	;3.35031	;5.28686	;
3.5007	;0.700006	;17	;7.33741	;7.80001	;3.35031	;5.28686	;
3.5007	;0.700006	;17	;7.33741	;7.80001	;3.35031	;5.28686	;
3.50014	;0.700006	;17	;7.33741	;7.80385	;3.35031	;5.28686	;
3.50014	;0.700006	;17	;7.33741	;7.80385	;3.35031	;5.28686	;
3.50014	;0.700006	;17	;7.33741	;7.80385	;3.35031	;5.28686	;
3.50006	;0.700006	;17	;7.33741	;7.80386	;3.35031	;5.28686	;
3.50006	;0.700006	;17	;7.33741	;7.80386	;3.35031	;5.28686	;
3.50006	;0.700006	;17	;7.33741	;7.80378	;3.35031	;5.28686	;
3.50007	;0.700003	;17	;7.33741	;7.80369	;3.35031	;5.28687	;
3.50005	;0.700002	;17	;7.33741	;7.80381	;3.35031	;5.28686	;
3.50005	;0.700001	;17	;7.33741	;7.80384	;3.35031	;5.28686	;
3.50005	;0.7	;17	;7.33741	;7.80172	;3.35031	;5.28686	;
3.50005	;0.700001	;17	;7.33741	;7.80076	;3.35031	;5.28686	;
3.50005	;0.700001	;17	;7.33741	;7.80053	;3.35031	;5.28686	;
3.50005	;0.700001	;17	;7.33741	;7.80053	;3.35031	;5.28686	;
3.50005	;0.700001	;17	;7.33741	;7.8005	;3.35031	;5.28686	;
3.50005	;0.700001	;17	;7.33741	;7.8005	;3.35031	;5.28686	;
3.50008	;0.700001	;17	;7.33216	;7.80022	;3.35031	;5.28686	;
3.50007	;0.700001	;17	;7.30814	;7.80004	;3.35031	;5.28686	;
3.50007	;0.700001	;17	;7.30129	;7.80016	;3.35031	;5.28686	;
3.50007	;0.700001	;17	;7.30129	;7.80016	;3.35031	;5.28686	;
3.50007	;0.700001	;17	;7.30129	;7.80016	;3.35031	;5.28686	;
3.50007	;0.700001	;17	;7.30129	;7.80016	;3.35031	;5.28686	;
3.50007	;0.700001	;17	;7.30109	;7.80015	;3.35031	;5.28686	;
3.50007	;0.700001	;17	;7.30109	;7.80015	;3.35031	;5.28686	;
3.50007	;0.700001	;17	;7.30109	;7.80015	;3.35031	;5.28686	;
3.50007	;0.700001	;17	;7.30109	;7.80015	;3.35031	;5.28686	;
3.50007	;0.700001	;17	;7.30109	;7.80015	;3.35031	;5.28686	;
3.50007	;0.700001	;17	;7.30109	;7.80015	;3.35031	;5.28686	;
3.50007	;0.700001	;17	;7.30109	;7.80015	;3.35031	;5.28686	;
3.50007	;0.700001	;17	;7.30109	;7.80015	;3.35031	;5.28686	;
3.50007	;0.700001	;17	;7.30109	;7.80015	;3.35031	;5.28686	;
3.50007	;0.700001	;17	;7.30109	;7.80015	;3.35031	;5.28686	;
3.50007	;0.700001	;17	;7.30109	;7.80015	;3.35023	;5.28686	;
3.50007	;0.700001	;17	;7.30109	;7.80015	;3.35023	;5.28686	;
3.50007	;0.700001	;17	;7.30109	;7.80015	;3.35023	;5.28686	;
3.50007	;0.700001	;17	;7.30109	;7.80015	;3.35023	;5.28686	;
3.50007	;0.700001	;17	;7.30109	;7.80015	;3.35023	;5.28686	;
3.50007	;0.700001	;17	;7.30109	;7.80015	;3.35023	;5.28686	;
3.50007	;0.700001	;17	;7.30109	;7.80015	;3.35023	;5.28686	;
3.50007	;0.700001	;17	;7.30109	;7.80015	;3.35023	;5.28686	;
3.50007	;0.700001	;17	;7.30109	;7.80015	;3.35023	;5.28686	;
3.50007	;0.700001	;17	;7.30109	;7.80015	;3.35023	;5.28686	;
3.50007	;0.700001	;17	;7.30109	;7.80015	;3.35023	;5.28686	;
3.50007	;0.700001	;17	;7.30109	;7.80015	;3.35023	;5.28685	;
3.50007	;0.700001	;17	;7.30112	;7.80015	;3.35023	;5.28685	;
3.50007	;0.700001	;17	;7.30113	;7.80015	;3.35023	;5.28685	;
3.50007	;0.700001	;17	;7.30112	;7.80015	;3.35023	;5.28685	;
3.50007	;0.700001	;17	;7.30112	;7.80015	;3.35023	;5.28685	;
3.50007	;0.700001	;17	;7.30112	;7.80015	;3.35023	;5.28685	;
3.50007	;0.700001	;17	;7.30112	;7.80015	;3.35023	;5.28685	;
3.50007	;0.700001	;17	;7.30112	;7.80015	;3.35023	;5.28685	;
3.50007	;0.700001	;17	;7.30112	;7.80015	;3.35023	;5.28685	;
3.50007	;0.700001	;17	;7.30112	;7.80015	;3.35023	;5.28685	;
3.50007	;0.700001	;17	;7.30112	;7.80015	;3.35023	;5.28685	;
3.50007	;0.700001	;17	;7.30112	;7.80015	;3.35023	;5.28685	;
3.50007	;0.700001	;17	;7.30112	;7.80015	;3.35023	;5.28685	;
3.50001	;0.700001	;17	;7.30112	;7.80015	;3.35023	;5.28685	;
3.50001	;0.700001	;17	;7.30112	;7.80015	;3.35023	;5.28685	;
3.50001	;0.700001	;17	;7.30112	;7.80015	;3.35023	;5.28685	;
3.50001	;0.700001	;17	;7.30112	;7.80015	;3.35022	;5.28685	;
3.50001	;0.700001	;17	;7.30112	;7.80015	;3.35022	;5.28685	;
3.50001	;0.700001	;17	;7.30112	;7.80015	;3.35022	;5.28685	;
3.50001	;0.700001	;17	;7.30112	;7.80003	;3.35022	;5.28685	;
3.50001	;0.700001	;17	;7.30118	;7.80008	;3.35022	;5.28685	;
3.50001	;0.700001	;17	;7.30117	;7.80003	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30117	;7.80003	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30071	;7.80003	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30031	;7.80003	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30031	;7.80003	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30023	;7.80003	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30023	;7.80003	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30023	;7.80003	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30023	;7.80003	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30023	;7.80003	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30023	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30023	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30023	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30023	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30023	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30023	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30023	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30023	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30023	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30023	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30023	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30005	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30005	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28684	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28676	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28671	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.2867	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.2867	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.2867	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.2867	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.2867	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.2867	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.2867	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.2867	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.2867	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.2867	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.2867	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.2867	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28669	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28669	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28669	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28669	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28669	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28669	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28669	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28669	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28669	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28669	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28669	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28669	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28669	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28669	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28669	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28669	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28669	;
3.50001	;0.700001	;17	;7.30003	;7.80002	;3.35022	;5.28669	;
3.50001	;0.7	;17	;7.30003	;7.80002	;3.35022	;5.28669	;
3.50001	;0.7	;17	;7.30003	;7.80002	;3.35022	;5.28669	;
3.50001	;0.7	;17	;7.30003	;7.80002	;3.35022	;5.28669	;
3.50001	;0.7	;17	;7.30003	;7.80002	;3.35022	;5.28669	;
3.50001	;0.7	;17	;7.30002	;7.80002	;3.35022	;5.28669	;
3.50001	;0.7	;17	;7.30002	;7.80002	;3.35022	;5.28669	;
3.50001	;0.7	;17	;7.30002	;7.80002	;3.35022	;5.28669	;
3.50001	;0.7	;17	;7.30002	;7.80002	;3.35022	;5.28669	;
3.50001	;0.7	;17	;7.30002	;7.80002	;3.35022	;5.28669	;
3.50001	;0.7	;17	;7.30002	;7.80002	;3.35022	;5.28669	;
3.50001	;0.7	;17	;7.30002	;7.80002	;3.35022	;5.28669	;
3.50001	;0.7	;17	;7.30002	;7.80002	;3.35022	;5.28669	;
3.50001	;0.7	;17	;7.30002	;7.80002	;3.35022	;5.28669	;
3.50001	;0.7	;17	;7.30002	;7.80002	;3.35022	;5.28669	;
3.50001	;0.7	;17	;7.30002	;7.80002	;3.35022	;5.28669	;
3.50001	;0.7	;17	;7.30002	;7.80002	;3.35022	;5.28669	;
3.50001	;0.7	;17	;7.30002	;7.80002	;3.35022	;5.28669	;
; 2996.35
3.58138	;0.70938	;17	;8.04839	;8.00681	;3.7917	;5.46833	;
3.58138	;0.70938	;17	;8.04839	;8.00681	;3.7917	;5.46833	;
3.58138	;0.70938	;17	;8.04839	;8.00681	;3.7917	;5.46833	;
