36	;3.02125	;0.779909	;17.2772	;7.93865	;7.83126	;2.96548	;5.02752	;3.86526e+25
37	;3.02125	;0.779909	;17.2772	;7.93865	;7.83126	;2.96548	;5.02752	;3.86526e+25
38	;3.04177	;0.780328	;17.0606	;7.88558	;7.83286	;2.97521	;5.02385	;3.75185e+25
39	;3.31173	;0.799832	;17.0502	;7.5076	;7.89771	;3.26561	;5.02336	;3.6763e+25
40	;3.31173	;0.799832	;17.0502	;7.5076	;7.89771	;3.26561	;5.02336	;3.6763e+25
41	;3.31173	;0.799832	;17.0502	;7.5076	;7.89771	;3.26561	;5.02336	;3.6763e+25
42	;3.31173	;0.799832	;17.0502	;7.5076	;7.89771	;3.26561	;5.02336	;3.6763e+25
43	;3.31641	;0.799822	;17.0468	;7.5122	;7.85095	;3.25367	;5.0225	;3.62715e+25
44	;3.31641	;0.799822	;17.0468	;7.5122	;7.85095	;3.25367	;5.0225	;3.62715e+25
45	;3.31641	;0.799822	;17.0468	;7.5122	;7.85095	;3.25367	;5.0225	;3.62715e+25
46	;3.31641	;0.799822	;17.0468	;7.5122	;7.85095	;3.25367	;5.0225	;3.62715e+25
47	;3.31641	;0.799822	;17.0468	;7.5122	;7.85095	;3.25367	;5.0225	;3.62715e+25
48	;3.31641	;0.799822	;17.0468	;7.5122	;7.85095	;3.25367	;5.0225	;3.62715e+25
49	;3.31641	;0.799822	;17.0468	;7.5122	;7.85095	;3.25367	;5.0225	;3.62715e+25
50	;3.31641	;0.799822	;17.0468	;7.5122	;7.85095	;3.25367	;5.0225	;3.62715e+25
51	;3.31641	;0.799822	;17.0468	;7.5122	;7.85095	;3.25367	;5.0225	;3.62715e+25
52	;3.31641	;0.799822	;17.0468	;7.5122	;7.85095	;3.25367	;5.0225	;3.62715e+25
53	;3.31641	;0.799822	;17.0468	;7.5122	;7.85095	;3.25367	;5.0225	;3.62715e+25
54	;3.31641	;0.799822	;17.0468	;7.5122	;7.85095	;3.25367	;5.0225	;3.62715e+25
55	;3.31641	;0.799822	;17.0468	;7.5122	;7.85095	;3.25367	;5.0225	;3.62715e+25
56	;3.31641	;0.799822	;17.0468	;7.5122	;7.85095	;3.25367	;5.0225	;3.62715e+25
57	;3.31641	;0.799822	;17.0468	;7.5122	;7.85095	;3.25367	;5.0225	;3.62715e+25
58	;3.31641	;0.799822	;17.0468	;7.5122	;7.85095	;3.25367	;5.0225	;3.62715e+25
59	;3.31641	;0.799822	;17.0468	;7.5122	;7.85095	;3.25367	;5.0225	;3.62715e+25
60	;3.31641	;0.799822	;17.0468	;7.5122	;7.85095	;3.25367	;5.0225	;3.62715e+25
61	;3.31641	;0.799822	;17.0468	;7.5122	;7.85095	;3.25367	;5.0225	;3.62715e+25
62	;3.31641	;0.799822	;17.0468	;7.5122	;7.85095	;3.25367	;5.0225	;3.62715e+25
63	;3.31641	;0.799822	;17.0468	;7.5122	;7.85095	;3.25367	;5.0225	;3.62715e+25
64	;3.31641	;0.799822	;17.0468	;7.5122	;7.85095	;3.25367	;5.0225	;3.62715e+25
65	;3.35875	;0.799356	;17.0419	;7.44727	;7.8519	;3.25519	;5.02049	;3.61974e+25
66	;3.35875	;0.799356	;17.0419	;7.44727	;7.8519	;3.25519	;5.02049	;3.61974e+25
67	;3.35875	;0.799356	;17.0419	;7.44727	;7.8519	;3.25519	;5.02049	;3.61974e+25
68	;3.35875	;0.799356	;17.0419	;7.44727	;7.8519	;3.25519	;5.02049	;3.61974e+25
69	;3.35875	;0.799356	;17.0419	;7.44727	;7.8519	;3.25519	;5.02049	;3.61974e+25
70	;3.35875	;0.799356	;17.0419	;7.44727	;7.8519	;3.25519	;5.02049	;3.61974e+25
71	;3.35875	;0.799356	;17.0419	;7.44727	;7.8519	;3.25519	;5.02049	;3.61974e+25
72	;3.33567	;0.799273	;17.0328	;7.44725	;7.84746	;3.25085	;5.02051	;3.61171e+25
73	;3.35158	;0.798719	;17.0472	;7.44678	;7.80724	;3.22413	;5.01984	;3.57809e+25
74	;3.35158	;0.798719	;17.0472	;7.44678	;7.80724	;3.22413	;5.01984	;3.57809e+25
75	;3.35158	;0.798719	;17.0472	;7.44678	;7.80724	;3.22413	;5.01984	;3.57809e+25
76	;3.35158	;0.798719	;17.0472	;7.44678	;7.80724	;3.22413	;5.01984	;3.57809e+25
77	;3.35158	;0.798719	;17.0472	;7.44678	;7.80724	;3.22413	;5.01984	;3.57809e+25
78	;3.35158	;0.798719	;17.0472	;7.44678	;7.80724	;3.22413	;5.01984	;3.57809e+25
79	;3.35158	;0.798719	;17.0472	;7.44678	;7.80724	;3.22413	;5.01984	;3.57809e+25
80	;3.35158	;0.798719	;17.0472	;7.44678	;7.80724	;3.22413	;5.01984	;3.57809e+25
81	;3.35158	;0.798719	;17.0472	;7.44678	;7.80724	;3.22413	;5.01984	;3.57809e+25
82	;3.35158	;0.798719	;17.0472	;7.44678	;7.80724	;3.22413	;5.01984	;3.57809e+25
83	;3.35158	;0.798719	;17.0472	;7.44678	;7.80724	;3.22413	;5.01984	;3.57809e+25
84	;3.35158	;0.798719	;17.0472	;7.44678	;7.80724	;3.22413	;5.01984	;3.57809e+25
85	;3.35158	;0.798719	;17.0472	;7.44678	;7.80724	;3.22413	;5.01984	;3.57809e+25
86	;3.35158	;0.798719	;17.0472	;7.44678	;7.80724	;3.22413	;5.01984	;3.57809e+25
87	;3.35158	;0.79872	;17.041	;7.44386	;7.80728	;3.22399	;5.01969	;3.57477e+25
88	;3.35025	;0.798506	;17.0494	;7.49701	;7.80804	;3.22414	;5.01423	;3.56024e+25
89	;3.35025	;0.798506	;17.0494	;7.49701	;7.80804	;3.22414	;5.01423	;3.56024e+25
90	;3.35025	;0.798506	;17.0494	;7.49701	;7.80804	;3.22414	;5.01423	;3.56024e+25
91	;3.35025	;0.798506	;17.0494	;7.49701	;7.80804	;3.22414	;5.01423	;3.56024e+25
92	;3.35025	;0.798506	;17.0494	;7.49701	;7.80804	;3.22414	;5.01423	;3.56024e+25
93	;3.35025	;0.798506	;17.0494	;7.49701	;7.80804	;3.22414	;5.01423	;3.56024e+25
94	;3.35025	;0.798417	;17.022	;7.49702	;7.80761	;3.22401	;5.01412	;3.5489e+25
95	;3.35025	;0.798417	;17.022	;7.49702	;7.80761	;3.22401	;5.01412	;3.5489e+25
96	;3.35025	;0.798273	;17.0101	;7.49684	;7.80735	;3.22401	;5.01111	;3.5327e+25
97	;3.35025	;0.798273	;17.0101	;7.49684	;7.80735	;3.22401	;5.01111	;3.5327e+25
98	;3.35025	;0.798273	;17.0101	;7.49684	;7.80735	;3.22401	;5.01111	;3.5327e+25
99	;3.35025	;0.798273	;17.0101	;7.49684	;7.80735	;3.22401	;5.01111	;3.5327e+25
100	;3.35025	;0.798273	;17.0101	;7.49684	;7.80735	;3.22401	;5.01111	;3.5327e+25
101	;3.35096	;0.79856	;17.0103	;7.49684	;7.80741	;3.22401	;5.01117	;3.53057e+25
102	;3.35096	;0.79856	;17.0103	;7.49684	;7.80741	;3.22401	;5.01117	;3.53057e+25
103	;3.35143	;0.798752	;17.0096	;7.49247	;7.80741	;3.26518	;5.0024	;3.50334e+25
104	;3.35176	;0.799393	;17.0435	;7.4884	;7.80741	;3.25201	;5.00018	;3.49907e+25
105	;3.35176	;0.799393	;17.0435	;7.4884	;7.80741	;3.25201	;5.00018	;3.49907e+25
106	;3.35176	;0.799393	;17.0435	;7.4884	;7.80741	;3.25201	;5.00018	;3.49907e+25
107	;3.35176	;0.799393	;17.0435	;7.4884	;7.80741	;3.25201	;5.00018	;3.49907e+25
108	;3.35176	;0.799393	;17.0435	;7.4884	;7.80741	;3.25201	;5.00018	;3.49907e+25
109	;3.35176	;0.799393	;17.0435	;7.4884	;7.80741	;3.25201	;5.00018	;3.49907e+25
110	;3.35176	;0.799393	;17.0435	;7.4884	;7.80741	;3.25201	;5.00018	;3.49907e+25
111	;3.35176	;0.799393	;17.0435	;7.4884	;7.80741	;3.25201	;5.00018	;3.49907e+25
112	;3.35176	;0.799393	;17.0435	;7.4884	;7.80741	;3.25201	;5.00018	;3.49907e+25
113	;3.35176	;0.799393	;17.0435	;7.4884	;7.80741	;3.25201	;5.00018	;3.49907e+25
114	;3.35035	;0.79939	;17.042	;7.4884	;7.80739	;3.25197	;5.00021	;3.49858e+25
115	;3.35035	;0.79939	;17.042	;7.4884	;7.80739	;3.25197	;5.00021	;3.49858e+25
116	;3.35035	;0.79939	;17.042	;7.4884	;7.80739	;3.25197	;5.00021	;3.49858e+25
117	;3.35094	;0.799423	;17.042	;7.4884	;7.80739	;3.25197	;5.00009	;3.49782e+25
118	;3.35094	;0.799423	;17.042	;7.4884	;7.80739	;3.25197	;5.00009	;3.49782e+25
119	;3.35129	;0.799432	;17.042	;7.4884	;7.80739	;3.25197	;5.00007	;3.49766e+25
120	;3.35129	;0.799432	;17.042	;7.4884	;7.80739	;3.25197	;5.00007	;3.49766e+25
121	;3.35131	;0.799431	;17.042	;7.4884	;7.80739	;3.25197	;5.00006	;3.49764e+25
122	;3.35131	;0.799431	;17.042	;7.4884	;7.80739	;3.25197	;5.00006	;3.49764e+25
123	;3.35131	;0.799431	;17.042	;7.4884	;7.80739	;3.25197	;5.00006	;3.49764e+25
124	;3.35126	;0.798729	;17.0709	;7.49256	;7.80688	;3.08651	;5.00113	;3.48206e+25
125	;3.35126	;0.798729	;17.0709	;7.49256	;7.80688	;3.08651	;5.00113	;3.48206e+25
126	;3.35133	;0.798952	;17.0633	;7.49203	;7.80681	;3.08401	;5.00165	;3.47863e+25
127	;3.35133	;0.798952	;17.0633	;7.49203	;7.80681	;3.08401	;5.00165	;3.47863e+25
128	;3.35133	;0.798952	;17.0633	;7.49203	;7.80681	;3.08401	;5.00165	;3.47863e+25
129	;3.3508	;0.798932	;17.0638	;7.49203	;7.80965	;3.05893	;5.00162	;3.47649e+25
130	;3.35045	;0.798935	;17.0633	;7.49203	;7.81097	;3.05022	;5.00162	;3.47578e+25
131	;3.34988	;0.798939	;17.0633	;7.49203	;7.81175	;3.02958	;5.00162	;3.47261e+25
132	;3.35015	;0.798959	;17.0631	;7.49204	;7.80828	;3.04205	;5.00175	;3.4722e+25
133	;3.34994	;0.798969	;17.0244	;7.49204	;7.8116	;3.02773	;5.00187	;3.45723e+25
134	;3.34994	;0.798969	;17.0244	;7.49204	;7.8116	;3.02773	;5.00187	;3.45723e+25
135	;3.34994	;0.798969	;17.0244	;7.49204	;7.8116	;3.02773	;5.00187	;3.45723e+25
136	;3.34984	;0.798969	;17.0096	;7.49199	;7.81329	;3.02952	;5.00183	;3.45291e+25
137	;3.34984	;0.798969	;17.0096	;7.49199	;7.81329	;3.02952	;5.00183	;3.45291e+25
138	;3.34984	;0.798969	;17.0096	;7.49199	;7.81329	;3.02952	;5.00183	;3.45291e+25
139	;3.34982	;0.798969	;17.0089	;7.49199	;7.81335	;3.02982	;5.00184	;3.45274e+25
140	;3.34982	;0.798969	;17.0089	;7.49199	;7.81335	;3.02982	;5.00184	;3.45274e+25
141	;3.34983	;0.798969	;17.0089	;7.4809	;7.80055	;3.02985	;5.00156	;3.44048e+25
142	;3.34983	;0.798969	;17.0089	;7.4809	;7.80055	;3.02985	;5.00156	;3.44048e+25
143	;3.34983	;0.798969	;17.0089	;7.4809	;7.80055	;3.02985	;5.00156	;3.44048e+25
144	;3.34884	;0.799383	;17.009	;7.47933	;7.80051	;3.0299	;5.00156	;3.43689e+25
145	;3.3497	;0.799516	;17.009	;7.4802	;7.8005	;3.02986	;5.00155	;3.43575e+25
146	;3.30035	;0.799514	;17.009	;7.48113	;7.80022	;3.02761	;5.00156	;3.43517e+25
147	;3.3494	;0.799508	;17.009	;7.48234	;7.80002	;3.02598	;5.00156	;3.43481e+25
148	;3.3494	;0.799508	;17.009	;7.48234	;7.80002	;3.02598	;5.00156	;3.43481e+25
149	;3.35198	;0.799508	;17.009	;7.47355	;7.80002	;3.02598	;5.00156	;3.4346e+25
150	;3.35198	;0.799508	;17.009	;7.47355	;7.80002	;3.02598	;5.00156	;3.4346e+25

1	;2.88291	;0.765264	;17.1248	;7.83191	;7.83253	;3.4834	;5.0239	;4.08147e+25
2	;2.88291	;0.765264	;17.1248	;7.83191	;7.83253	;3.4834	;5.0239	;4.08147e+25
3	;2.88291	;0.765264	;17.1248	;7.83191	;7.83253	;3.4834	;5.0239	;4.08147e+25
4	;3.1154	;0.796969	;17.9671	;7.88101	;7.86809	;2.91086	;5.014	;3.9633e+25
5	;3.16281	;0.79582	;17.2103	;7.97374	;8.01153	;2.96122	;5.01613	;3.80011e+25
6	;3.24448	;0.795269	;17.1992	;7.95033	;7.86606	;3.02845	;5.00044	;3.61433e+25
7	;3.19334	;0.794257	;17.067	;7.91707	;7.80785	;3.13717	;5.00837	;3.57384e+25
8	;3.1933	;0.794267	;17.0677	;7.91732	;7.80771	;3.13711	;5.00813	;3.57289e+25
9	;3.19413	;0.794009	;17.007	;7.8902	;7.82149	;3.1367	;5.00597	;3.5522e+25
10	;3.19413	;0.79401	;17.007	;7.8902	;7.82149	;3.1367	;5.00597	;3.55219e+25
11	;3.19416	;0.793982	;17.0044	;7.87526	;7.81704	;3.13664	;5.00629	;3.54836e+25
12	;3.23905	;0.793933	;17.006	;7.8728	;7.81924	;3.09269	;5.00633	;3.54134e+25
13	;3.19909	;0.793948	;17.0059	;7.88098	;7.81918	;3.04829	;5.00642	;3.53219e+25
14	;3.18753	;0.793959	;17.0058	;7.87703	;7.81924	;3.01348	;5.00648	;3.52526e+25
15	;3.27691	;0.792134	;17.0036	;7.88473	;7.8217	;2.94375	;5.00258	;3.51384e+25
16	;3.33149	;0.792575	;17.0043	;7.86949	;7.82209	;2.98524	;5.00021	;3.50797e+25
17	;3.33149	;0.792575	;17.0043	;7.86949	;7.82209	;2.98524	;5.00021	;3.50797e+25
18	;3.33149	;0.792575	;17.0043	;7.86949	;7.82209	;2.98524	;5.00021	;3.50797e+25
19	;3.33149	;0.792575	;17.0043	;7.86949	;7.82209	;2.98524	;5.00021	;3.50797e+25
20	;3.33149	;0.792575	;17.0043	;7.86949	;7.82209	;2.98524	;5.00021	;3.50797e+25
21	;3.33149	;0.792575	;17.0043	;7.86949	;7.82209	;2.98524	;5.00021	;3.50797e+25
22	;3.33149	;0.792575	;17.0043	;7.86949	;7.82209	;2.98524	;5.00021	;3.50797e+25
23	;3.33149	;0.792575	;17.0043	;7.86949	;7.82209	;2.98524	;5.00021	;3.50797e+25
24	;3.33149	;0.792575	;17.0043	;7.86949	;7.82209	;2.98524	;5.00021	;3.50797e+25
25	;3.33149	;0.792575	;17.0043	;7.86949	;7.82209	;2.98524	;5.00021	;3.50797e+25
26	;3.33149	;0.792575	;17.0043	;7.86949	;7.82209	;2.98524	;5.00021	;3.50797e+25
27	;3.33149	;0.792575	;17.0043	;7.86949	;7.82209	;2.98524	;5.00021	;3.50797e+25
28	;3.33149	;0.792575	;17.0043	;7.86949	;7.82209	;2.98524	;5.00021	;3.50797e+25
29	;3.32198	;0.792568	;17.0021	;7.88455	;7.82164	;2.98688	;5.00021	;3.50744e+25
30	;3.32198	;0.792568	;17.0021	;7.88455	;7.82164	;2.98688	;5.00021	;3.50744e+25
31	;3.32198	;0.792568	;17.0021	;7.88455	;7.82164	;2.98688	;5.00021	;3.50744e+25
32	;3.3227	;0.792569	;17.0021	;7.8815	;7.82164	;2.98686	;5.00021	;3.50735e+25
33	;3.32182	;0.792568	;17.0021	;7.87991	;7.81744	;2.98687	;5.00021	;3.5037e+25
34	;3.32235	;0.792567	;17.002	;7.87996	;7.81593	;2.98685	;5.00021	;3.50237e+25
35	;3.32219	;0.792568	;17.0012	;7.87961	;7.81393	;2.98732	;5.00021	;3.50038e+25
36	;3.32036	;0.798187	;17.0119	;7.98045	;7.81478	;2.9865	;5.00026	;3.45918e+25
37	;3.32036	;0.798187	;17.0119	;7.98045	;7.81478	;2.9865	;5.00026	;3.45918e+25
38	;3.32076	;0.799162	;17.0133	;8.03257	;7.81444	;2.98652	;5.00025	;3.45232e+25
39	;3.32076	;0.799162	;17.0133	;8.03257	;7.81444	;2.98652	;5.00025	;3.45232e+25
40	;3.32829	;0.799035	;17.0139	;8.02816	;7.80073	;2.98655	;5.00119	;3.44564e+25
41	;3.32246	;0.79909	;17.013	;8.01754	;7.80329	;2.98655	;5.00016	;3.44259e+25
42	;3.32246	;0.79909	;17.013	;8.01754	;7.80329	;2.98655	;5.00016	;3.44259e+25
43	;3.32246	;0.79909	;17.013	;8.01754	;7.80329	;2.98655	;5.00016	;3.44259e+25
44	;3.32246	;0.79909	;17.013	;8.01754	;7.80329	;2.98655	;5.00016	;3.44259e+25
45	;3.32246	;0.79909	;17.013	;8.01754	;7.80329	;2.98655	;5.00016	;3.44259e+25
46	;3.32246	;0.79909	;17.013	;8.01754	;7.80329	;2.98655	;5.00016	;3.44259e+25
47	;3.32246	;0.79909	;17.013	;8.01754	;7.80329	;2.98655	;5.00016	;3.44259e+25
48	;3.32246	;0.79909	;17.013	;8.01754	;7.80329	;2.98655	;5.00016	;3.44259e+25
49	;3.32247	;0.799126	;17.013	;8.01754	;7.80329	;2.98655	;5.00016	;3.44228e+25
50	;3.32247	;0.799151	;17.013	;8.01754	;7.80329	;2.98655	;5.00019	;3.44218e+25
51	;3.32247	;0.799201	;17.0124	;8.01754	;7.8033	;2.98655	;5.00017	;3.44145e+25
52	;3.32247	;0.799243	;17.0121	;8.01754	;7.8033	;2.98655	;5.00019	;3.44105e+25
53	;3.30492	;0.799931	;17.0119	;8.01754	;7.8033	;2.98655	;5.00017	;3.43504e+25
54	;3.30492	;0.799931	;17.0119	;8.01754	;7.8033	;2.98655	;5.00017	;3.43504e+25
55	;3.30052	;0.799926	;17.0118	;8.01754	;7.8033	;2.98655	;5.00016	;3.43504e+25
56	;3.30052	;0.799926	;17.0118	;8.01754	;7.8033	;2.98655	;5.00016	;3.43504e+25
57	;3.30052	;0.799926	;17.0118	;8.01754	;7.8033	;2.98655	;5.00016	;3.43504e+25
58	;3.30038	;0.799965	;17.0118	;8.01754	;7.8033	;2.98655	;5.00016	;3.4347e+25
59	;3.30031	;0.799973	;17.0118	;8.01754	;7.8033	;2.98655	;5.00016	;3.43464e+25
60	;3.3102	;0.799039	;17.0018	;7.8352	;7.80329	;2.98655	;5.00016	;3.43427e+25
61	;3.31895	;0.799194	;17.0036	;7.67027	;7.80435	;2.98655	;5.00097	;3.43403e+25
62	;3.32751	;0.799193	;17.0049	;7.48464	;7.80497	;2.98655	;5.00089	;3.43067e+25
63	;3.33467	;0.799194	;17.0055	;7.36278	;7.80523	;2.9812	;5.00084	;3.42738e+25
64	;3.33492	;0.799328	;17.0033	;7.34146	;7.80515	;2.98579	;5.00078	;3.42533e+25
65	;3.33503	;0.799409	;17.0016	;7.30257	;7.80521	;2.98212	;5.00077	;3.42258e+25
66	;3.33501	;0.799406	;17.0006	;7.31519	;7.80522	;2.98186	;5.00076	;3.42238e+25
67	;3.33501	;0.799406	;17.0006	;7.31519	;7.80522	;2.98186	;5.00076	;3.42238e+25
68	;3.33501	;0.799406	;17.0006	;7.31519	;7.80522	;2.98186	;5.00076	;3.42238e+25
69	;3.33498	;0.799405	;17.0005	;7.3054	;7.80522	;2.98185	;5.00076	;3.42218e+25
70	;3.33498	;0.799405	;17.0005	;7.3054	;7.80522	;2.98185	;5.00076	;3.42218e+25
71	;3.33498	;0.799405	;17.0005	;7.3054	;7.80522	;2.98185	;5.00076	;3.42218e+25
72	;3.33498	;0.799779	;17.0027	;7.30569	;7.80523	;2.98185	;5.00077	;3.41991e+25
73	;3.33498	;0.799779	;17.0027	;7.30569	;7.80523	;2.98185	;5.00077	;3.41991e+25
74	;3.33492	;0.799858	;17.0027	;7.30798	;7.80523	;2.98185	;5.00077	;3.41927e+25
75	;3.3349	;0.799933	;17.0025	;7.31181	;7.80523	;2.98185	;5.00077	;3.41862e+25
76	;3.3349	;0.799956	;17.0026	;7.30839	;7.80523	;2.98185	;5.00077	;3.4184e+25
77	;3.33489	;0.799984	;17.0026	;7.30776	;7.80523	;2.98185	;5.00077	;3.41815e+25
78	;3.33489	;0.799984	;17.0026	;7.30776	;7.80523	;2.98185	;5.00077	;3.41815e+25
79	;3.33489	;0.799989	;17.0026	;7.30161	;7.80523	;2.98185	;5.00077	;3.41798e+25
80	;3.33489	;0.799992	;17.0026	;7.30175	;7.80523	;2.98185	;5.00077	;3.41796e+25
81	;3.33489	;0.799997	;17.0026	;7.3017	;7.80523	;2.98185	;5.00077	;3.41792e+25
82	;3.33487	;0.799999	;17.0026	;7.30173	;7.80523	;2.98185	;5.00077	;3.41791e+25
83	;3.33487	;0.799999	;17.0026	;7.30173	;7.80523	;2.98185	;5.00077	;3.41791e+25
84	;3.33487	;0.799999	;17.0026	;7.30173	;7.80523	;2.98185	;5.00077	;3.41791e+25
85	;3.33487	;0.799999	;17.0026	;7.30173	;7.80523	;2.98185	;5.00077	;3.41791e+25
86	;3.33487	;0.799999	;17.0026	;7.30173	;7.80523	;2.98185	;5.00077	;3.41791e+25
87	;3.33487	;0.799999	;17.0026	;7.30173	;7.80523	;2.98185	;5.00077	;3.41791e+25
88	;3.33487	;0.799999	;17.0026	;7.30173	;7.80523	;2.98185	;5.00077	;3.41791e+25
89	;3.33488	;0.799999	;17.0027	;7.30173	;7.80522	;2.98185	;5.00074	;3.41784e+25
90	;3.33488	;0.799999	;17.0028	;7.30173	;7.80522	;2.98185	;5.00073	;3.41781e+25
91	;3.33488	;0.799999	;17.0028	;7.30173	;7.80522	;2.98185	;5.00073	;3.41781e+25
92	;3.33488	;0.799999	;17.0028	;7.30173	;7.80522	;2.98185	;5.00073	;3.41781e+25
93	;3.33489	;0.799998	;17.0028	;7.30172	;7.80523	;2.98186	;5.00071	;3.41776e+25
94	;3.33489	;0.799998	;17.0028	;7.30042	;7.80522	;2.98186	;5.0007	;3.41769e+25
95	;3.33489	;0.799998	;17.0028	;7.30042	;7.80522	;2.98186	;5.0007	;3.41769e+25
96	;3.33489	;0.799998	;17.0028	;7.30042	;7.80522	;2.98186	;5.0007	;3.41769e+25
97	;3.33489	;0.799998	;17.0028	;7.30042	;7.80522	;2.98186	;5.0007	;3.41769e+25
98	;3.33489	;0.799998	;17.0028	;7.30042	;7.80522	;2.98186	;5.0007	;3.41769e+25
99	;3.33489	;0.799998	;17.0028	;7.30042	;7.80522	;2.98186	;5.0007	;3.41769e+25
100	;3.33489	;0.799998	;17.0028	;7.30042	;7.80522	;2.98186	;5.0007	;3.41769e+25
101	;3.33489	;0.799998	;17.0028	;7.30042	;7.80522	;2.98186	;5.0007	;3.41769e+25
102	;3.33489	;0.799998	;17.0028	;7.30042	;7.80522	;2.98186	;5.0007	;3.41769e+25
103	;3.33489	;0.799998	;17.0028	;7.30042	;7.80522	;2.98186	;5.0007	;3.41769e+25
104	;3.33489	;0.799998	;17.0028	;7.30042	;7.80522	;2.98186	;5.0007	;3.41769e+25
105	;3.33489	;0.799998	;17.0028	;7.30042	;7.80522	;2.98186	;5.0007	;3.41769e+25
106	;3.33489	;0.799998	;17.0028	;7.30042	;7.80522	;2.98186	;5.0007	;3.41769e+25
107	;3.33489	;0.799998	;17.0028	;7.30042	;7.80522	;2.98186	;5.0007	;3.41769e+25
108	;3.33489	;0.799998	;17.0028	;7.30042	;7.80522	;2.98186	;5.0007	;3.41769e+25
109	;3.33489	;0.799998	;17.0028	;7.30042	;7.80358	;2.98186	;5.0007	;3.4163e+25
110	;3.33489	;0.799998	;17.0028	;7.30042	;7.80201	;2.98186	;5.0007	;3.41497e+25
111	;3.33489	;0.799998	;17.0028	;7.30042	;7.80171	;2.98186	;5.0007	;3.41472e+25
112	;3.33489	;0.799998	;17.0028	;7.30042	;7.80179	;2.98186	;5.0006	;3.41438e+25
113	;3.33489	;0.799998	;17.0028	;7.30042	;7.80176	;2.98186	;5.00056	;3.41423e+25
114	;3.33489	;0.799998	;17.0028	;7.30042	;7.80177	;2.98186	;5.00054	;3.41414e+25
